basicName,subTitleName,rating,openDate,openTime,address,price,label,review,url,img,monOpen,monClose,tuesOpen,tuesClose,wedOpen,wedClose,thursOpen,thursClose,friOpen,friClose,satOpen,satClose,sunOpen,sunClose,recommend,monTime,tuesTime,wedTime,thursTime,friTime,satTime,sunTime,latitude,longitude
Songshan Cultural and Creative Park,松山文創園區,4.6,['Open daily'],['8:00-22:00'],"No. 133, Guangfu S Rd, Xinyi District, Taipei City, Taiwan 110",0.0,活動,"Songshan Cultural and Creative Park - located in Xinyi District, Taipei, built in 1937, formerly known as the ""Taiwan Governor's Mansion Monopoly Bureau Songshan Tobacco Workshop"" during the Japanese rule period, officially transformed into the ""Songshan Cultural and Creative Park"" in 2010.",https://www.trip.com/travel-guide/attraction/taipei/songshan-cultural-and-creative-park-10523535?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/10071f000001h6zk780D1_C_180_240_Q70.webp?proc=source%2ftrip,480.0,1320.0,480.0,1320.0,480.0,1320.0,480.0,1320.0,480.0,1320.0,480.0,1320.0,480.0,1320.0,2.5,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,25.0439522,121.5605926
Bopiliao Historical Block,剝皮寮歷史街區,4.4,['Tuesday-Sunday'],['9:00-18:00'],"Lane 173, Kangding Rd, Wanhua District, Taipei City, Taiwan 108",0.0,觀光,"Peeled scorpion - The settlement formed in the early Qing Dynasty ． spanning the three eras of Qing Dynasty, Japanese rule and Republic of China, mixing architectural styles and humanistic features of different periods, and becoming a city street that represents the characteristics of scorpion. In 2009, the renovated ""Peeled Historical District"" was completed, standing in the lanes of Wanhua District, Taipei City today, continuing the historical trajectory of more than 100 years: the red and brown brick walls of arched pavilion feet, surrounded by the ancient atmosphere. part 2",https://www.trip.com/travel-guide/attraction/taipei/bopiliao-historical-block-10520717?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww2e120009rlbyvzAB05_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,540.0,1080.0,540.0,1080.0,540.0,1080.0,540.0,1080.0,540.0,1080.0,540.0,1080.0,1.0,0,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,25.0368554,121.5021431
Taipei Astronomical Museum,臺北市立天文科學教育館,4.8,"['Tuesday-Friday,Sunday', 'Saturday']","['09:00-17:00', '09:00-20:00']","No.363 Jihe Road, Taipei 11160, Taiwan",86.10000000000001,觀光,"A place with a long knowledge of the Taipei Municipal Astronomical Science Education Museum introduces a lot of astronomical knowledge, and some achievements in human exploration of astronomy, and many instruments used in astronomical observation.",https://www.trip.com/travel-guide/attraction/taipei/taipei-astronomical-museum-13425886?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g4/M0B/72/67/CggYHFY7FqmAAwhJAAf3XJWWT2Y476_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1200.0,540.0,1020.0,2.0,0,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-20:00,09:00-17:00,25.0958377,121.5186088
Xingtian Temple,行天宮,4.7,['Open daily'],['4:00-22:00'],"No.109 Er Section, Minquan East Road, Taipei, Taiwan",0.0,觀光,"The Temple of Heaven - or the Temple of the Lord of God, also known as the Temple of the Lord of God (as printed on the poems of his temple), the Lord God is the Lord of God Guan Sheng Emperor (the Lord of God, from God Guan Pingguan Sheng Prince Ping, Zhou Cang Zhou Enshi Cang), Lu En's Lord Dongbin, Zhang En's Lord Shan, Wang En's Lord Shan, Yue En's Lord Fei and other five holy benefactors, It is a well-known Guandi Temple in Taiwan, built by the Huang Xuankong Road director who runs the coal mining business.",https://www.trip.com/travel-guide/attraction/taipei/xingtian-temple-85911?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100g1f000001gqx28F1DF_C_180_240_Q70.webp?proc=source%2ftrip,240.0,1320.0,240.0,1320.0,240.0,1320.0,240.0,1320.0,240.0,1320.0,240.0,1320.0,240.0,1320.0,1.5,04:00-22:00,04:00-22:00,04:00-22:00,04:00-22:00,04:00-22:00,04:00-22:00,04:00-22:00,25.0631617,121.5648294
National Revolutionary Martyrs' Shrine,國民革命忠烈祠,4.5,['Open daily'],['9:00-17:00'],"No. 139, Beian Rd, Zhongshan District, Taipei City, Taiwan 10491",0.0,觀光,"Xinbei City Zhonglie - The original site is an ancient battlefield of the battle of Shanwei during the Qing-French War. The 14-year shrine of Showa during the Japanese rule (1939) was built to serve the emperor of Meiji. Taiwan was dumped in disrepair after the war, which was like ruins. In 1975, the Taipei County Government demolished the shrine and converted it into a Chinese palace form of the Loyalty Temple, known as the ""Taipei County Loyalty Temple"". Since the temple is surrounded by green and ancient pine, you can listen to Songtao and overlook Guanyin Mountain in the downstairs of the brand of Zhonglie Yong, which has a beautiful view and is one of the eight old freshwater scenery. It has the name of ""Lie Yong Songtao"". In 2011, it was renamed Xinbei City with Taipei County.",https://www.trip.com/travel-guide/attraction/taipei/national-revolutionary-martyrs-shrine-10354600?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1lo3p12000cg1m8f778D7_C_180_240_Q70.webp?proc=source%2ftrip,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,2.0,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,25.080843,121.5322731
Jiannan Mountain night view,劍南山夜景,4.7,['Open daily'],['Open all day'],"No. 181, Ziqiang Tunnel, Zhongshan District, Taipei City, Taiwan 10491",0.0,觀光,"Very good trip, suitable for the whole family to go out together, the scenery and environment are good, it is very convenient, will come again next time.",https://www.trip.com/travel-guide/attraction/taipei/jiannan-mountain-night-view-39040465?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100g1f000001gqyd17B05_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.5,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0898891,121.549902
Huaxi Street Night Market,臺北華西街夜市,4.5,['Open daily'],['16:00-23:59'],"Huaxi St, Wanhua District, Taipei City, Taiwan 108",0.0,餐飲,"very good food,good value for money,convenient transportation,close to longshan temple,a short walk away",https://www.trip.com/travel-guide/attraction/taipei/huaxi-street-night-market-98005?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100p1f000001gpgq99186_C_180_240_Q70.webp?proc=source%2ftrip,960.0,1439.0,960.0,1439.0,960.0,1439.0,960.0,1439.0,960.0,1439.0,960.0,1439.0,960.0,1439.0,2.0,16:00-23:30,16:00-23:30,16:00-23:30,16:00-23:30,16:00-23:30,16:00-23:30,16:00-23:30,25.0380096,121.4983867
Taipei Botanical Garden,台北植物園,4.7,['Open daily'],['6:00-20:00'],"No. 53, Nanhai Rd, Zhongzheng District, Taipei City, Taiwan 100",0.0,活動,"Taipei Botanical Garden New Greenhouse - One of the National Botanical Garden Ark Programs, the refurbishment of the old circular greenhouses that have become dangerous buildings to preserve precious plant species in the new greenhouse space, and the extension of the original round greenhouse with the surrounding landscape and space is also handled. Let this new greenhouse space also naturally attract tourists to enter, so that plants and tourists can share this comfortable new place.",https://www.trip.com/travel-guide/attraction/taipei/taipei-botanical-garden-10520758?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1me2212000dhojdteE66E_C_180_240_Q70.webp?proc=source%2ftrip,360.0,1200.0,360.0,1200.0,360.0,1200.0,360.0,1200.0,360.0,1200.0,360.0,1200.0,360.0,1200.0,2.0,06:00-20:00,06:00-20:00,06:00-20:00,06:00-20:00,06:00-20:00,06:00-20:00,06:00-20:00,25.0312979,121.5101018
Qingtiangang Grassland,擎天崗大草原,4.7,['Open daily'],['Open all day'],"No. 246, Lane 101, Jingshan Rd, Shilin District, Taipei City, Taiwan 111",0.0,活動,"On the way to Wuzui Mountain, Qingtiangang, the mountains are rolling and the grasslands are vast. It is recommended. Because there are restrictions on tourists, Wuzui Mountain will not be too many people. You have to book early.",https://www.trip.com/travel-guide/attraction/taipei/qingtiangang-grassland-24652298?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0101d120005w8yqvj5705_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.5,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.1672337,121.5742268
Normal University Night Market,師大夜市,4.5,"['Monday-Friday', 'Saturday-Sunday']","['16:00-23:00', '16:00-00:00']","Lane 39, Shida Rd, Da’an District, Taipei City, Taiwan 106",0.0,餐飲,"One of the most well organised markets i had ever visited. This night market is not big, just a long stretch street about 1,000 meter. Between the street there were many shops selling popular items, clothing, goods and food. This market was just next to the University. Its popular for the university students.",https://www.trip.com/travel-guide/attraction/taipei/normal-university-night-market-98081?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100u0d0000006ujsd093A_C_180_240_Q70.webp?proc=source%2ftrip,960.0,1380.0,960.0,1380.0,960.0,1380.0,960.0,1380.0,960.0,1380.0,960.0,1440.0,960.0,1440.0,2.0,16:00-23:00,16:00-23:00,16:00-23:00,16:00-23:00,16:00-23:00,16:00-24:00,16:00-24:00,25.0246496,121.5290392
Shinkong Mitsukoshi Mall (Xinyi Place),新光三越信義新天地,4.7,"['Monday-Thursday,Sunday', 'Friday-Saturday']","['11:00-21:30', '11:00-22:00']","No.11 Songshou Road, Xinyi District, Xinyi District, Taipei 110 Taiwan",0.0,活動,"Xinyi District is very lively regardless of weekday holidays, very people who like nightlife, not only delicious restaurants, street shops are also opened very late, you can come and walk if you can't sleep!",https://www.trip.com/travel-guide/attraction/taipei/shinkong-mitsukoshi-mall-98113?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100w0v000000jvrta47B9_C_180_240_Q70.webp?proc=source%2ftrip,660.0,1290.0,660.0,1290.0,660.0,1290.0,660.0,1290.0,660.0,1320.0,660.0,1320.0,660.0,1290.0,2.0,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-22:00,11:00-22:00,11:00-21:30,25.0365326,121.5673078
Yehliu Geopark,野柳地質公園,4.7,['Open daily'],['08:00-17:00 (Latest entry time:17:00)'],"No.167-1, Gangliu East Road, Wanli District, New Taipei City, Taiwan",0.0,觀光,Highly recommended for the scenery and educational value. Advised to read the pamphlet on the interesting formations and fossils so that one can look out for them and better appreciate Yehliu Geopark.,https://www.trip.com/travel-guide/attraction/new-taipei-city/yehliu-geopark-88560?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100o050000000zjn2C1C8_C_180_240_Q70.webp?proc=source%2ftrip,480.0,1020.0,480.0,1020.0,480.0,1020.0,480.0,1020.0,480.0,1020.0,480.0,1020.0,480.0,1020.0,2.5,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,25.1676024,121.6397184
Taipei Tianhou Temple,臺北天后宮,4.6,['Open daily'],['6:00-21:45'],"No.51 Chengdu Road, Taipei, Taiwan",0.0,活動,"Taipei Tianhou Palace - Formerly known as the Xinxing Palace, commonly known as the Ximending Tianhou Palace, Ximending Mazu Temple, the main temple of the Tianhou Mazu, the temple site was originally the Shifa Temple of the true Japanese Buddhist Word. The temple's predecessor, Xinxing Palace, was built in the 11th year of Qing Qianlong (1746), the original site is Luzhixing Street, 1943 was collected by the Japanese government, Yue temporarily worshipped the gods in Lulongshan Temple, and in 1948, stationed in Ximending.",https://www.trip.com/travel-guide/attraction/taipei/taipei-tianhou-temple-13426345?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100m0x000000lnelt3564_C_180_240_Q70.webp?proc=source%2ftrip,360.0,1305.0,360.0,1305.0,360.0,1305.0,360.0,1305.0,360.0,1305.0,360.0,1305.0,360.0,1305.0,1.5,06:00-21:30,06:00-21:30,06:00-21:30,06:00-21:30,06:00-21:30,06:00-21:30,06:00-21:30,25.042788,121.506328
Shaoshuai Zen Garden,少帥禪園,4.5,['Tuesday-Sunday'],['11:00-21:00'],"No. 34, Youya Road, Beitou District, Taipei City",0.0,活動,"[Looking back at Taipei] Viewing the Shaoshuai Zen Garden. Become a famous restaurant like Caoshan Hall, leaving a statue, a few pictures, a few pots of orchids, and a legend that has been disturbed and difficult to distinguish... At that time, close your eyes and bask in the sun, the most suitable ∼",https://www.trip.com/travel-guide/attraction/taipei/shaoshuai-zen-garden-10559311?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102o12000abra8l93AB7_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,660.0,1260.0,660.0,1260.0,660.0,1260.0,660.0,1260.0,660.0,1260.0,660.0,1260.0,2.0,0,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,25.1386167,121.5141521
Museum of Contemporary Art Taipei,台北當代藝術館,4.7,['Tuesday-Sunday'],['10:00-18:00'],"No. 39, Chang'an W Rd, Datong District, Taipei City, Taiwan 103",219.0,觀光,"Taiwan Contemporary Art Building, this is, every love of art, personnel want to come, an art museum! This art museum can be called as a new landmark punching point in Taipei. The art works inside are particularly infectious and very fashionable.",https://www.trip.com/travel-guide/attraction/taipei/museum-of-contemporary-art-taipei-13452220?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1A0q14000000vuy87BD54_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,600.0,1080.0,600.0,1080.0,600.0,1080.0,600.0,1080.0,600.0,1080.0,600.0,1080.0,2.0,0,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,25.0507539,121.5190241
di re gu,地熱谷,4.5,['Open daily'],['08:00-18:00'],台灣省台北市北投區中山路30-10號,0.0,活動,"Located in Taipei Beitou Geothermal Valley, about 10 minutes from the exit of Xinbeitou MRT Station, free admission! The flow of people is not too much, it is definitely a punch card attraction, Li Taiwan friends must Li Geothermal Valley! There is a hand-soaked hot spring at the door, and there is a thin steamed bun inside that can buy a hand-letter and add it to ??",https://www.trip.com/travel-guide/attraction/taipei/city-134448751?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g4/M08/70/1C/CggYHVY7Fe-AV3SJABOZSnSIa9c584_C_180_240_Q70.webp?proc=source%2ftrip,480.0,1080.0,480.0,1080.0,480.0,1080.0,480.0,1080.0,480.0,1080.0,480.0,1080.0,480.0,1080.0,2.5,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,25.1375638,121.5108047
Qixing Park,七星公園,4.3,['Open daily'],['Open all day'],"Beitou District, Taipei City, Taiwan 112",0.0,活動,"A very bright park, quite big, there are famous road hump, Qixingyan, citizens free, come here to feed a lot of monkeys, wild monkeys are very fun, not big, still well-behaved, no harm.",https://www.trip.com/travel-guide/attraction/taipei/qixing-park-30047289?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g4/M0A/6E/D9/CggYHlY7G5WADZp_ACO2ub0YKYs144_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,1.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.1504599,121.5190375
Taipei Music Center,台北流行音樂中心,4.9,['Tuesday-Sunday'],['10:00-18:00'],115028 台北市南港?市民大道8段99?,365.4,活動,"The Taipei Pop Music Center building was designed by the United States. The building was inspired by the ancient Roman square. It uses the circular space to combine art, commerce, market and performance activities. It hopes to be widely used by pop music industry workers, citizens and overseas tourists. Build a 24-hour ""functional building"" with different usage methods. The north and south base is connected by a shape overpass, and the three main buildings are located on the same horizontal line. In addition to strengthening the unity of the overall building, the visual axis leads visitors to different destinations.",https://www.trip.com/travel-guide/attraction/taipei/taipei-music-center-98540666?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0101z2224rwvjx38iEA57_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,600.0,1080.0,600.0,1080.0,600.0,1080.0,600.0,1080.0,600.0,1080.0,600.0,1080.0,3.5,0,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,25.052092,121.5995411
Da'an Forest Park,大安森林公園,4.7,['Open daily'],['Open all day'],"No. 1, Section 2, Xinsheng South Road, Daan District, Taipei City",0.0,活動,"Wishing Vine (tin leaf vine) flower language is ""angel face"" flower as its name, holy, beautiful, pure... It makes people feel happy and happy. Taipei Da'an Forest Park is close to the Jianguo elevated side. There is a flower stand promenade for tourists to rest. The porch is planted with tin leaf vines. April is the flower season. All you see are dreamy purple flower waterfalls. part 2",https://www.trip.com/travel-guide/attraction/taipei/da-an-forest-park-10523108?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/10091f000001gspyd6E1F_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0312695,121.5349942
Presidential Office Building,中華民國總統府,4.4,['Monday-Friday'],['9:00-11:30'],"No. 122, Section 1, Chongqing South Road, Zhongzheng District, Taipei City",0.0,觀光,"Modern buildings, red and white exterior walls, need to be reserved to enter, the security check inside is still quite strict, this place is very meaningful, once the Japanese occupation of the office, only some areas are open to the outside world, there are many police officers patrolling with live ammunition, There are many collections given by other countries. There are special people to explain that they are tourists and locals will not go. There is also a gift shop inside, which can send postcards to friends, which is also very good.",https://www.trip.com/travel-guide/attraction/taipei/presidential-office-building-100279?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0101p1200084ml9mj81F4_C_180_240_Q70.webp?proc=source%2ftrip,540.0,690.0,540.0,690.0,540.0,690.0,540.0,690.0,540.0,690.0,0.0,0.0,0.0,0.0,2.0,09:00-11:30,09:00-11:30,09:00-11:30,09:00-11:30,09:00-11:30,0,0,25.0399016,121.5120065
Linjiang Street (Tonghua) Night Market,臨江街夜市（通化夜市）,4.6,['Open daily'],['18:00-00:00'],"Dahua District, Taipei City, Tonghua Street and Linjiang Street, Section 4 of Xinyi Road and Section 2 of Keelung Road",0.0,餐飲,"I ate the second grilled fish and ate it in the store for the first time. The boss didn’t know if it was a little over-baked or what. The meat was a little bit dry. This time, the skin was peeled off, and there was gravy. The meat was also very tender. I love this grilled fish ?? But the salt outside is really enough to accidentally get it. Salted ?????? This time I also ordered more wine steamed dumplings and dumpling soup, which are also very good.",https://www.trip.com/travel-guide/attraction/taipei/linjiang-street-night-market-98017?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g4/M05/6F/4C/CggYHVY7CBWAK2qoADnqB1BzH48561_C_180_240_Q70.webp?proc=source%2ftrip,1080.0,1440.0,1080.0,1440.0,1080.0,1440.0,1080.0,1440.0,1080.0,1440.0,1080.0,1440.0,1080.0,1440.0,2.0,18:00-24:00,18:00-24:00,18:00-24:00,18:00-24:00,18:00-24:00,18:00-24:00,18:00-24:00,25.1285564,121.7576456
